idx_src,idx_dst,duration_troubleshoot,distance_troubleshoot,dist_troubleshoot,dbuid_src,dbuid_dst,lat_src,lon_src,lat_dst,lon_dst,index,duration_newrun,distance_newrun,dist_newrun,dist_troubleshoot_km,CMAUID,quant,notes
2364,2542,NA,NA,17731.66277,10010698019,10010709015,47.68282468,-53.50249248,47.61499707,-53.71468013,NA,NA,NA,NA,17.73166277,NA,1,3 hr 45 min bike via highway
1437,1478,NA,NA,15618.82159,10010554001,10010556021,47.59224414,-53.19961415,47.6105601,-52.99486356,NA,NA,NA,NA,15.61882159,NA,1,6 hr 11 min bike incl. ferry
1440,1652,NA,NA,16681.10802,10010554005,10010578003,47.59928926,-53.18383832,47.49802319,-53.02208302,NA,NA,NA,NA,16.68110802,NA,1,3 hr 50 min bike via Newfoundland T'Railway + hwy
1437,1474,NA,NA,16700.53136,10010554001,10010556017,47.59224414,-53.19961415,47.609384,-52.98023843,NA,NA,NA,NA,16.70053136,NA,1,6 hr 16 min bike incl. ferry
1259,3489,NA,NA,17376.99744,10010534014,10010811022,47.6880848,-53.17756419,47.63714386,-52.96016001,NA,NA,NA,NA,17.37699744,NA,1,6 hr 44 min bike incl. ferry
1262,3496,NA,NA,17351.74433,10010534017,10010811029,47.6669478,-53.19612934,47.6331129,-52.97194479,NA,NA,NA,NA,17.35174433,NA,1,6 hr 30 min bike incl. ferry
1437,1469,NA,NA,16781.61024,10010554001,10010556012,47.59224414,-53.19961415,47.60268486,-52.9782623,NA,NA,NA,NA,16.78161024,NA,1,6 hr 12 min bike incl. ferry
1649,1454,NA,NA,17811.60848,10010577002,10010555007,47.49340127,-53.02208534,47.60032476,-53.19642435,NA,NA,NA,NA,17.81160848,NA,1,3 hr 48 min bike via Newfoundland T'Railway + hwy
2365,2541,NA,NA,16209.6185,10010699004,10010709014,47.64683879,-53.50308788,47.63516191,-53.71693453,NA,NA,NA,NA,16.2096185,NA,1,3 hr 25 min bike via highway
1579,2171,NA,NA,17470.63803,10010567003,10010687004,47.41164632,-53.11241157,47.34023483,-52.90805064,NA,NA,NA,NA,17.47063803,NA,1,3 hr 57 min bike via Newfoundland T'Railway + hwy (NL-10S)
1437,1476,NA,NA,16458.44712,10010554001,10010556019,47.59224414,-53.19961415,47.60140598,-52.98242286,NA,NA,NA,NA,16.45844712,NA,1,6 hr 13 min incl. ferry
1431,1478,NA,NA,17617.39928,10010553009,10010556021,47.55781964,-53.21429736,47.6105601,-52.99486356,NA,NA,NA,NA,17.61739928,NA,1,5 hr 26 min incl. ferry
1440,1649,NA,NA,17036.68524,10010554005,10010577002,47.59928926,-53.18383832,47.49340127,-53.02208534,NA,NA,NA,NA,17.03668524,NA,1,3 hr 50 min via Newfoundland T'Railway + hwy
1442,1666,NA,NA,17770.04131,10010554007,10010581004,47.59332705,-53.19323062,47.49938562,-53.00395923,NA,NA,NA,NA,17.77004131,NA,1,3 hr 54 min via Newfoundland T'Railway + hwy
2360,2541,NA,NA,12874.13643,10010698015,10010709014,47.61288485,-53.54982309,47.63516191,-53.71693453,NA,NA,NA,NA,12.87413643,NA,1,3 hr 11 min via highway
